"Protein.Id","Protein.Name","Gene","Entrez_ID","Ensembl_ID","Pathway_ID","Pathway_Name","Enrichment_Score"
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu05231","Choline metabolism in cancer",0.0130718954248366
"Q60876","4EBP1_MOUSE","Eif4ebp1",13685,"ENSMUSG00000031490","mmu05221","Acute myeloid leukemia",0.0084241103848947
"P70445","4EBP2_MOUSE","Eif4ebp2",13688,"ENSMUSG00000020091","mmu04213","Longevity regulating pathway - multiple species",0.00769789397240378
"P05208","CEL2A_MOUSE","Cela2a",13706,"ENSMUSG00000058579",NA,NA,NA
"Q60775","ELF1_MOUSE","Elf1",13709,"ENSMUSG00000036461",NA,NA,NA
"Q3UPW2","ELF3_MOUSE","Elf3",13710,"ENSMUSG00000003051",NA,NA,NA
"Q8VDK3","ELF5_MOUSE","Elf5",13711,"ENSMUSG00000027186","mmu04917","Prolactin signaling pathway",0.00987654320987654
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu05225","Hepatocellular carcinoma",0.0222222222222222
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04510","Focal adhesion",0.0248366013071895
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04910","Insulin signaling pathway",0.0178649237472767
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04921","Oxytocin signaling pathway",0.0196078431372549
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu05213","Endometrial cancer",0.00755265068990559
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04014","Ras signaling pathway",0.0293391430646333
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04010","MAPK signaling pathway",0.0374727668845316
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04912","GnRH signaling pathway",0.0111837327523602
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu05205","Proteoglycans in cancer",0.0265795206971678
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu05161","Hepatitis B",0.0193173565722585
"P41969","ELK1_MOUSE","Elk1",13712,"ENSMUSG00000009406","mmu04012","ErbB signaling pathway",0.0113289760348584
"P41971","ELK3_MOUSE","Elk3",13713,"ENSMUSG00000008398",NA,NA,NA
"P41158","ELK4_MOUSE","Elk4",13714,"ENSMUSG00000026436","mmu04010","MAPK signaling pathway",0.0374727668845316
"O08856","ELL_MOUSE","Ell",13716,"ENSMUSG00000070002",NA,NA,NA
"P54320","ELN_MOUSE","Eln",13717,"ENSMUSG00000029675","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"P31230","AIMP1_MOUSE","Aimp1",13722,"ENSMUSG00000028029",NA,NA,NA
"P21995","EMB_MOUSE","Emb",13723,"ENSMUSG00000021728",NA,NA,NA
"O08579","EMD_MOUSE","Emd",13726,"ENSMUSG00000001964","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"O08579","EMD_MOUSE","Emd",13726,"ENSMUSG00000001964","mmu05410","Hypertrophic cardiomyopathy",0.0127814088598402
"O08579","EMD_MOUSE","Emd",13726,"ENSMUSG00000001964","mmu05412","Arrhythmogenic right ventricular cardiomyopathy",0.011038489469862
"O08579","EMD_MOUSE","Emd",13726,"ENSMUSG00000001964","mmu05414","Dilated cardiomyopathy",0.0129266521423384
"P47801","EMP1_MOUSE","Emp1",13730,"ENSMUSG00000030208","mmu04510","Focal adhesion",0.0248366013071895
"O88662","EMP2_MOUSE","Emp2",13731,"ENSMUSG00000022505","mmu04510","Focal adhesion",0.0248366013071895
"O35912","EMP3_MOUSE","Emp3",13732,"ENSMUSG00000040212","mmu04350","TGF-beta signaling pathway",0.0146695715323166
"Q61549","AGRE1_MOUSE","Adgre1",13733,"ENSMUSG00000004730",NA,NA,NA
"Q04742","EMX1_MOUSE","Emx1",13796,"ENSMUSG00000033726",NA,NA,NA
"Q04744","EMX2_MOUSE","Emx2",13797,"ENSMUSG00000043969",NA,NA,NA
"P09065","HME1_MOUSE","En1",13798,"ENSMUSG00000058665",NA,NA,NA
"P09066","HME2_MOUSE","En2",13799,"ENSMUSG00000039095",NA,NA,NA
"Q03173","ENAH_MOUSE","Enah",13800,"ENSMUSG00000022995","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q03173","ENAH_MOUSE","Enah",13800,"ENSMUSG00000022995","mmu04360","Axon guidance",0.0233841684822077
"Q03173","ENAH_MOUSE","Enah",13800,"ENSMUSG00000022995","mmu04810","Regulation of actin cytoskeleton",0.0294843863471314
"O55196","ENAM_MOUSE","Enam",13801,"ENSMUSG00000029286",NA,NA,NA
"O35709","ENC1_MOUSE","Enc1",13803,"ENSMUSG00000041773",NA,NA,NA
"O08600","NUCG_MOUSE","Endog",13804,"ENSMUSG00000015337","mmu04210","Apoptosis",0.0178649237472767
"Q63961","EGLN_MOUSE","Eng",13805,"ENSMUSG00000026814",NA,NA,NA
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000063524","mmu01230","Biosynthesis of amino acids",0.00958605664488017
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000063524","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000063524","mmu01200","Carbon metabolism",0.0152505446623094
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000063524","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000063524","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000059040","mmu01230","Biosynthesis of amino acids",0.00958605664488017
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000059040","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000059040","mmu01200","Carbon metabolism",0.0152505446623094
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000059040","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"P17182","ENOA_MOUSE","Eno1",13806,"ENSMUSG00000059040","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P17183","ENOG_MOUSE","Eno2",13807,"ENSMUSG00000004267","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P17183","ENOG_MOUSE","Eno2",13807,"ENSMUSG00000004267","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"P17183","ENOG_MOUSE","Eno2",13807,"ENSMUSG00000004267","mmu01230","Biosynthesis of amino acids",0.00958605664488017
"P17183","ENOG_MOUSE","Eno2",13807,"ENSMUSG00000004267","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"P17183","ENOG_MOUSE","Eno2",13807,"ENSMUSG00000004267","mmu01200","Carbon metabolism",0.0152505446623094
"P21550","ENOB_MOUSE","Eno3",13808,"ENSMUSG00000060600","mmu01200","Carbon metabolism",0.0152505446623094
"P21550","ENOB_MOUSE","Eno3",13808,"ENSMUSG00000060600","mmu04820","Cytoskeleton in muscle cells",0.0284676833696442
"P21550","ENOB_MOUSE","Eno3",13808,"ENSMUSG00000060600","mmu00010","Glycolysis / Gluconeogenesis",0.00856935366739288
"P21550","ENOB_MOUSE","Eno3",13808,"ENSMUSG00000060600","mmu01230","Biosynthesis of amino acids",0.00958605664488017
"P21550","ENOB_MOUSE","Eno3",13808,"ENSMUSG00000060600","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P16406","AMPE_MOUSE","Enpep",13809,"ENSMUSG00000028024","mmu04614","Renin-angiotensin system",0.00493827160493827
"O54839","EOMES_MOUSE","Eomes",13813,"ENSMUSG00000032446",NA,NA,NA
"P97481","EPAS1_MOUSE","Epas1",13819,"ENSMUSG00000024140","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P97481","EPAS1_MOUSE","Epas1",13819,"ENSMUSG00000024140","mmu05211","Renal cell carcinoma",0.00856935366739288
"O70318","E41L2_MOUSE","Epb41l2",13822,"ENSMUSG00000019978",NA,NA,NA
"Q9WV92","E41L3_MOUSE","Epb41l3",13823,"ENSMUSG00000024044",NA,NA,NA
"P52963","E41LA_MOUSE","Epb41l4a",13824,"ENSMUSG00000024376",NA,NA,NA
"P49222","EPB42_MOUSE","Epb42",13828,"ENSMUSG00000023216",NA,NA,NA
"Q9WV69","DEMA_MOUSE","Dmtn",13829,"ENSMUSG00000022099",NA,NA,NA
"P54116","STOM_MOUSE","Stom",13830,"ENSMUSG00000026880",NA,NA,NA
"Q8C9X6","EPC1_MOUSE","Epc1",13831,"ENSMUSG00000024240",NA,NA,NA
"Q60750","EPHA1_MOUSE","Epha1",13835,"ENSMUSG00000029859","mmu04360","Axon guidance",0.0233841684822077
"Q03145","EPHA2_MOUSE","Epha2",13836,"ENSMUSG00000006445","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q03145","EPHA2_MOUSE","Epha2",13836,"ENSMUSG00000006445","mmu04014","Ras signaling pathway",0.0293391430646333
"Q03145","EPHA2_MOUSE","Epha2",13836,"ENSMUSG00000006445","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q03145","EPHA2_MOUSE","Epha2",13836,"ENSMUSG00000006445","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q03145","EPHA2_MOUSE","Epha2",13836,"ENSMUSG00000006445","mmu04360","Axon guidance",0.0233841684822077
"Q03137","EPHA4_MOUSE","Epha4",13838,"ENSMUSG00000026235","mmu04360","Axon guidance",0.0233841684822077
"Q60629","EPHA5_MOUSE","Epha5",13839,"ENSMUSG00000029245","mmu04360","Axon guidance",0.0233841684822077
"Q61772","EPHA7_MOUSE","Epha7",13841,"ENSMUSG00000028289","mmu04360","Axon guidance",0.0233841684822077
"O09127","EPHA8_MOUSE","Epha8",13842,"ENSMUSG00000028661","mmu04360","Axon guidance",0.0233841684822077
"P54763","EPHB2_MOUSE","Ephb2",13844,"ENSMUSG00000028664","mmu04360","Axon guidance",0.0233841684822077
"P54754","EPHB3_MOUSE","Ephb3",13845,"ENSMUSG00000005958","mmu04360","Axon guidance",0.0233841684822077
"P54761","EPHB4_MOUSE","Ephb4",13846,"ENSMUSG00000029710","mmu04360","Axon guidance",0.0233841684822077
"O08644","EPHB6_MOUSE","Ephb6",13848,"ENSMUSG00000029869","mmu04360","Axon guidance",0.0233841684822077
"Q9D379","HYEP_MOUSE","Ephx1",13849,"ENSMUSG00000038776","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"Q9D379","HYEP_MOUSE","Ephx1",13849,"ENSMUSG00000038776","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.0300653594771242
"P34914","HYES_MOUSE","Ephx2",13850,"ENSMUSG00000022040","mmu04146","Peroxisome",0.0122004357298475
"P34914","HYES_MOUSE","Ephx2",13850,"ENSMUSG00000022040","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"P34914","HYES_MOUSE","Ephx2",13850,"ENSMUSG00000022040","mmu05208","Chemical carcinogenesis - reactive oxygen species",0.0300653594771242
"Q9WUA5","EPM2A_MOUSE","Epm2a",13853,"ENSMUSG00000055493",NA,NA,NA
"Q80VP1","EPN1_MOUSE","Epn1",13854,"ENSMUSG00000035203","mmu04144","Endocytosis",0.0318082788671024
"Q8CHU3","EPN2_MOUSE","Epn2",13855,"ENSMUSG00000001036","mmu04144","Endocytosis",0.0318082788671024
"P07321","EPO_MOUSE","Epo",13856,"ENSMUSG00000029711","mmu04630","JAK-STAT signaling pathway",0.0216412490922295
"P07321","EPO_MOUSE","Epo",13856,"ENSMUSG00000029711","mmu04060","Cytokine-cytokine receptor interaction",0.0380537400145243
"P07321","EPO_MOUSE","Epo",13856,"ENSMUSG00000029711","mmu04081","Hormone signaling",0.0280319535221496
"P07321","EPO_MOUSE","Epo",13856,"ENSMUSG00000029711","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P07321","EPO_MOUSE","Epo",13856,"ENSMUSG00000029711","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P07321","EPO_MOUSE","Epo",13856,"ENSMUSG00000029711","mmu04148","Efferocytosis",0.0207697893972404
"P14753","EPOR_MOUSE","Epor",13857,"ENSMUSG00000006235","mmu04060","Cytokine-cytokine receptor interaction",0.0380537400145243
"P14753","EPOR_MOUSE","Epor",13857,"ENSMUSG00000006235","mmu04630","JAK-STAT signaling pathway",0.0216412490922295
"P14753","EPOR_MOUSE","Epor",13857,"ENSMUSG00000006235","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P14753","EPOR_MOUSE","Epor",13857,"ENSMUSG00000006235","mmu04081","Hormone signaling",0.0280319535221496
"P14753","EPOR_MOUSE","Epor",13857,"ENSMUSG00000006235","mmu04148","Efferocytosis",0.0207697893972404
"P42567","EPS15_MOUSE","Eps15",13858,"ENSMUSG00000028552","mmu04144","Endocytosis",0.0318082788671024
"Q60902","EP15R_MOUSE","Eps15l1",13859,"ENSMUSG00000006276","mmu04144","Endocytosis",0.0318082788671024
"Q08509","EPS8_MOUSE","Eps8",13860,"ENSMUSG00000015766",NA,NA,NA
"P49290","PERE_MOUSE","Epx",13861,"ENSMUSG00000052234",NA,NA,NA
"A2AJB7","LCN5_MOUSE","Lcn5",13863,"ENSMUSG00000026937",NA,NA,NA
"P43136","NR2F6_MOUSE","Nr2f6",13864,"ENSMUSG00000002393",NA,NA,NA
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu01524","Platinum drug resistance",0.0108932461873638
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05213","Endometrial cancer",0.00755265068990559
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05212","Pancreatic cancer",0.00987654320987654
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04020","Calcium signaling pathway",0.0320987654320988
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05219","Bladder cancer",0.00522875816993464
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05230","Central carbon metabolism in cancer",0.00885984023238925
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04510","Focal adhesion",0.0248366013071895
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05215","Prostate cancer",0.012636165577342
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04520","Adherens junction",0.0119099491648511
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05205","Proteoglycans in cancer",0.0265795206971678
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04066","HIF-1 signaling pathway",0.0146695715323166
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04012","ErbB signaling pathway",0.0113289760348584
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05223","Non-small cell lung cancer",0.00958605664488017
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04530","Tight junction",0.0212055192447349
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05224","Breast cancer",0.0196078431372549
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu01522","Endocrine resistance",0.0124909222948439
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu05226","Gastric cancer",0.0197530864197531
"P70424","ERBB2_MOUSE","Erbb2",13866,"ENSMUSG00000062312","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q61526","ERBB3_MOUSE","Erbb3",13867,"ENSMUSG00000018166","mmu05205","Proteoglycans in cancer",0.0265795206971678
"Q61526","ERBB3_MOUSE","Erbb3",13867,"ENSMUSG00000018166","mmu04012","ErbB signaling pathway",0.0113289760348584
"Q61526","ERBB3_MOUSE","Erbb3",13867,"ENSMUSG00000018166","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q61526","ERBB3_MOUSE","Erbb3",13867,"ENSMUSG00000018166","mmu01521","EGFR tyrosine kinase inhibitor resistance",0.0101670297748729
"Q61526","ERBB3_MOUSE","Erbb3",13867,"ENSMUSG00000018166","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q61526","ERBB3_MOUSE","Erbb3",13867,"ENSMUSG00000018166","mmu04020","Calcium signaling pathway",0.0320987654320988
"Q61527","ERBB4_MOUSE","Erbb4",13869,"ENSMUSG00000062209","mmu04012","ErbB signaling pathway",0.0113289760348584
"Q61527","ERBB4_MOUSE","Erbb4",13869,"ENSMUSG00000062209","mmu04010","MAPK signaling pathway",0.0374727668845316
"Q61527","ERBB4_MOUSE","Erbb4",13869,"ENSMUSG00000062209","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q61527","ERBB4_MOUSE","Erbb4",13869,"ENSMUSG00000062209","mmu04020","Calcium signaling pathway",0.0320987654320988
"Q61527","ERBB4_MOUSE","Erbb4",13869,"ENSMUSG00000062209","mmu05205","Proteoglycans in cancer",0.0265795206971678
"Q61527","ERBB4_MOUSE","Erbb4",13869,"ENSMUSG00000062209","mmu05014","Amyotrophic lateral sclerosis",0.0476397966594045
"P07903","ERCC1_MOUSE","Ercc1",13870,"ENSMUSG00000003549","mmu03420","Nucleotide excision repair",0.00726216412490922
"P07903","ERCC1_MOUSE","Ercc1",13870,"ENSMUSG00000003549","mmu03460","Fanconi anemia pathway",0.00668119099491649
"P07903","ERCC1_MOUSE","Ercc1",13870,"ENSMUSG00000003549","mmu01524","Platinum drug resistance",0.0108932461873638
"O08811","ERCC2_MOUSE","Ercc2",13871,"ENSMUSG00000030400","mmu03420","Nucleotide excision repair",0.00726216412490922
"P49135","ERCC3_MOUSE","Ercc3",13872,"ENSMUSG00000024382","mmu03420","Nucleotide excision repair",0.00726216412490922
"Q61521","EREG_MOUSE","Ereg",13874,"ENSMUSG00000029377","mmu05210","Colorectal cancer",0.0114742193173566
"Q61521","EREG_MOUSE","Ereg",13874,"ENSMUSG00000029377","mmu04012","ErbB signaling pathway",0.0113289760348584
"Q61521","EREG_MOUSE","Ereg",13874,"ENSMUSG00000029377","mmu04151","PI3K-Akt signaling pathway",0.0447349310094408
"Q61521","EREG_MOUSE","Ereg",13874,"ENSMUSG00000029377","mmu04010","MAPK signaling pathway",0.0374727668845316
"P81270","ERG_MOUSE","Erg",13876,"ENSMUSG00000040732","mmu05215","Prostate cancer",0.012636165577342
"P84089","ERH_MOUSE","Erh",13877,"ENSMUSG00000021131",NA,NA,NA
"P23953","EST1C_MOUSE","Ces1c",13884,"ENSMUSG00000057400",NA,NA,NA
"Q9R0P3","ESTD_MOUSE","Esd",13885,"ENSMUSG00000021996","mmu01200","Carbon metabolism",0.0152505446623094
"Q64176","EST1E_MOUSE","Ces1e",13897,"ENSMUSG00000061959",NA,NA,NA
"Q8VCU1","EST3B_MOUSE","Ces3b",13909,"ENSMUSG00000062181",NA,NA,NA
"Q400C8","AMZ2_MOUSE","Amz2",13929,"ENSMUSG00000020610",NA,NA,NA
"Q9EQ15","GNB1L_MOUSE","Gnb1l",13972,"ENSMUSG00000000884",NA,NA,NA
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu04917","Prolactin signaling pathway",0.00987654320987654
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu05224","Breast cancer",0.0196078431372549
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu01522","Endocrine resistance",0.0124909222948439
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu04919","Thyroid hormone signaling pathway",0.0153957879448076
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu04915","Estrogen signaling pathway",0.0172839506172839
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu04961","Endocrine and other factor-regulated calcium reabsorption",0.00784313725490196
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu05205","Proteoglycans in cancer",0.0265795206971678
"P19785","ESR1_MOUSE","Esr1",13982,"ENSMUSG00000019768","mmu04081","Hormone signaling",0.0280319535221496
"O08537","ESR2_MOUSE","Esr2",13983,"ENSMUSG00000021055","mmu05207","Chemical carcinogenesis - receptor activation",0.0258533042846768
"O08537","ESR2_MOUSE","Esr2",13983,"ENSMUSG00000021055","mmu04915","Estrogen signaling pathway",0.0172839506172839
"O08537","ESR2_MOUSE","Esr2",13983,"ENSMUSG00000021055","mmu01522","Endocrine resistance",0.0124909222948439
"O08537","ESR2_MOUSE","Esr2",13983,"ENSMUSG00000021055","mmu04917","Prolactin signaling pathway",0.00987654320987654
"O08537","ESR2_MOUSE","Esr2",13983,"ENSMUSG00000021055","mmu05224","Breast cancer",0.0196078431372549
"O08537","ESR2_MOUSE","Esr2",13983,"ENSMUSG00000021055","mmu04081","Hormone signaling",0.0280319535221496
"Q04692","SMRCD_MOUSE","Smarcad1",13990,"ENSMUSG00000029920","mmu04550","Signaling pathways regulating pluripotency of stem cells",0.0178649237472767
"Q9R226","KHDR3_MOUSE","Khdrbs3",13992,"ENSMUSG00000022332",NA,NA,NA
"Q69ZL1","FGD6_MOUSE","Fgd6",13998,"ENSMUSG00000020021",NA,NA,NA
"Q5HZJ0","RNC_MOUSE","Drosha",14000,"ENSMUSG00000022191","mmu05205","Proteoglycans in cancer",0.0265795206971678
"Q9D1L0","CHCH2_MOUSE","Chchd2",14004,"ENSMUSG00000070493",NA,NA,NA
"Q9Z0H4","CELF2_MOUSE","Celf2",14007,"ENSMUSG00000002107",NA,NA,NA
"P41163","ETV2_MOUSE","Etv2",14008,"ENSMUSG00000006311",NA,NA,NA
"P41164","ETV1_MOUSE","Etv1",14009,"ENSMUSG00000004151",NA,NA,NA
"P97360","ETV6_MOUSE","Etv6",14011,"ENSMUSG00000030199",NA,NA,NA
"P14404","MECOM_MOUSE","Mecom",14013,"ENSMUSG00000027684","mmu04010","MAPK signaling pathway",0.0374727668845316
"P14404","MECOM_MOUSE","Mecom",14013,"ENSMUSG00000027684","mmu05220","Chronic myeloid leukemia",0.00987654320987654
"P14404","MECOM_MOUSE","Mecom",14013,"ENSMUSG00000027684","mmu00310","Lysine degradation",0.00784313725490196
"P20934","EVI2A_MOUSE","Evi2a",14017,"ENSMUSG00000078771",NA,NA,NA
"Q9QYE3","BC11A_MOUSE","Bcl11a",14025,"ENSMUSG00000000861",NA,NA,NA
"P70429","EVL_MOUSE","Evl",14026,"ENSMUSG00000021262","mmu04015","Rap1 signaling pathway",0.0273057371096587
"Q9D952","EVPL_MOUSE","Evpl",14027,"ENSMUSG00000034282",NA,NA,NA
"P23683","EVX1_MOUSE","Evx1",14028,"ENSMUSG00000005503",NA,NA,NA
"P49749","EVX2_MOUSE","Evx2",14029,"ENSMUSG00000001815",NA,NA,NA
"Q61545","EWS_MOUSE","Ewsr1",14030,"ENSMUSG00000009079",NA,NA,NA
"P62810","WFD18_MOUSE","Wfdc18",14038,"ENSMUSG00000000983",NA,NA,NA
"P97464","EXT1_MOUSE","Ext1",14042,"ENSMUSG00000061731","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.00319535221496006
"P70428","EXT2_MOUSE","Ext2",14043,"ENSMUSG00000027198","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.00319535221496006
"P97767","EYA1_MOUSE","Eya1",14048,"ENSMUSG00000025932",NA,NA,NA
"O08575","EYA2_MOUSE","Eya2",14049,"ENSMUSG00000017897",NA,NA,NA
"P97480","EYA3_MOUSE","Eya3",14050,"ENSMUSG00000028886",NA,NA,NA
